Time (seconds),Acceleration (Frontal) [G],Acceleration (Vertical) [G],Acceleration (Lateral) [G],Sensor ID,RSSI (Received Signal Strength Indicator),Phase,Frequency,Activity Label,Room
194.45,0.7176,0.79004,0.13456,2,-56.0,4.8121,923.75,2,S1
194.48,0.7176,0.79004,0.13456,2,-56.0,4.8121,923.75,2,S1
194.53,0.7176,0.79004,0.13456,2,-57.0,1.9788,923.25,2,S1
194.55,0.7176,0.79004,0.13456,2,-57.0,1.9788,923.25,2,S1
194.6,0.7176,0.79004,0.13456,2,-57.0,1.9788,923.25,2,S1
194.65,0.7176,0.79004,0.13456,2,-57.0,1.9788,923.25,2,S1
194.68,0.7176,0.79004,0.13456,2,-57.0,1.9788,923.25,2,S1
194.73,0.7176,0.79004,0.13456,2,-57.0,1.9788,923.25,2,S1
195.0,0.7176,0.79004,0.13456,2,-56.5,5.4057,922.25,2,S1
195.05,0.7176,0.79004,0.13456,2,-56.5,5.4057,922.25,2,S1
195.1,0.7176,0.79004,0.13456,2,-56.5,5.4057,922.25,2,S1
195.13,0.7176,0.79004,0.13456,2,-56.5,5.4057,922.25,2,S1
195.18,0.7176,0.79004,0.13456,2,-56.5,5.4057,922.25,2,S1
195.23,0.7176,0.79004,0.13456,2,-56.5,5.4057,922.25,2,S1
195.5,0.7176,0.79004,0.13456,2,-57.0,6.2418,920.75,2,S1
195.55,0.7176,0.79004,0.13456,2,-57.0,6.2418,920.75,2,S1
195.6,0.7176,0.79004,0.13456,2,-57.0,6.2418,920.75,2,S1
195.65,0.7176,0.79004,0.13456,2,-57.0,6.2418,920.75,2,S1
195.68,0.7176,0.79004,0.13456,2,-57.0,6.2418,920.75,2,S1
195.73,0.7176,0.79004,0.13456,2,-57.0,6.2418,920.75,2,S1
197.0,0.79967,0.75559,0.16876,2,-59.5,0.81301,925.75,2,S1
197.08,0.79967,0.75559,0.16876,2,-59.5,0.81301,925.75,2,S1
197.13,0.79967,0.75559,0.16876,2,-59.5,0.81301,925.75,2,S1
197.15,0.79967,0.75559,0.16876,2,-59.5,0.81301,925.75,2,S1
197.2,0.79967,0.75559,0.16876,2,-59.5,0.81301,925.75,2,S1
197.25,0.79967,0.75559,0.16876,2,-59.5,0.81301,925.75,2,S1
198.0,0.79967,0.75559,0.16876,2,-57.5,0.016874,920.75,2,S1
198.08,0.79967,0.75559,0.16876,2,-57.5,0.016874,920.75,2,S1
198.13,0.79967,0.75559,0.16876,2,-57.5,0.016874,920.75,2,S1
198.15,0.79967,0.75559,0.16876,2,-57.5,0.016874,920.75,2,S1
198.2,0.79967,0.75559,0.16876,2,-57.5,0.016874,920.75,2,S1
198.23,0.79967,0.75559,0.16876,2,-57.5,0.016874,920.75,2,S1
198.75,0.79967,0.75559,0.16876,2,-56.0,5.4011,922.75,2,S1
198.85,0.79967,0.75559,0.16876,2,-56.0,5.4011,922.75,2,S1
198.93,0.79967,0.75559,0.16876,2,-56.0,5.4011,922.75,2,S1
198.95,0.79967,0.75559,0.16876,2,-56.0,5.4011,922.75,2,S1
199.0,0.79967,0.75559,0.16876,2,-56.0,5.4011,922.75,2,S1
199.05,0.79967,0.75559,0.16876,2,-56.0,5.4011,922.75,2,S1
199.08,0.79967,0.75559,0.16876,1,-68.0,0.36202,921.75,2,S1
199.13,0.79967,0.75559,0.16876,1,-68.0,0.36202,921.75,2,S1
199.15,0.79967,0.75559,0.16876,1,-68.0,0.36202,921.75,2,S1
199.2,0.79967,0.75559,0.16876,1,-68.0,0.36202,921.75,2,S1
199.25,0.79967,0.75559,0.16876,1,-68.0,0.36202,921.75,2,S1
199.28,0.79967,0.75559,0.16876,1,-68.0,0.36202,921.75,2,S1
200.0,0.69414,0.80152,0.12315,1,-68.0,0.92806,921.25,2,S1
200.08,0.69414,0.80152,0.12315,1,-68.0,0.92806,921.25,2,S1
200.13,0.69414,0.80152,0.12315,1,-68.0,0.92806,921.25,2,S1
200.15,0.69414,0.80152,0.12315,1,-68.0,0.92806,921.25,2,S1
200.2,0.69414,0.80152,0.12315,1,-68.0,0.92806,921.25,2,S1
200.25,0.69414,0.80152,0.12315,1,-68.0,0.92806,921.25,2,S1
202.75,0.7176,0.79004,0.13456,2,-56.5,1.4113,924.25,2,S1
202.83,0.7176,0.79004,0.13456,2,-56.5,1.4113,924.25,2,S1
202.85,0.7176,0.79004,0.13456,2,-56.5,1.4113,924.25,2,S1
202.9,0.7176,0.79004,0.13456,2,-56.5,1.4113,924.25,2,S1
202.95,0.7176,0.79004,0.13456,2,-56.5,1.4113,924.25,2,S1
202.98,0.7176,0.79004,0.13456,2,-56.5,1.4113,924.25,2,S1
205.0,0.69414,0.80152,0.12315,2,-56.5,5.9396,921.25,2,S1
205.08,0.69414,0.80152,0.12315,2,-56.5,5.9396,921.25,2,S1
205.1,0.69414,0.80152,0.12315,2,-56.5,5.9396,921.25,2,S1
205.15,0.69414,0.80152,0.12315,2,-56.5,5.9396,921.25,2,S1
205.2,0.69414,0.80152,0.12315,2,-56.5,5.9396,921.25,2,S1
205.23,0.69414,0.80152,0.12315,2,-56.5,5.9396,921.25,2,S1
205.28,0.69414,0.80152,0.12315,2,-56.5,0.029146,920.75,2,S1
205.33,0.69414,0.80152,0.12315,2,-56.5,0.029146,920.75,2,S1
205.35,0.69414,0.80152,0.12315,2,-56.5,0.029146,920.75,2,S1
205.4,0.69414,0.80152,0.12315,2,-56.5,0.029146,920.75,2,S1
205.43,0.69414,0.80152,0.12315,2,-56.5,0.029146,920.75,2,S1
205.48,0.69414,0.80152,0.12315,2,-56.5,0.029146,920.75,2,S1
206.0,0.69414,0.80152,0.12315,2,-56.5,4.4071,924.75,2,S1
206.1,0.69414,0.80152,0.12315,2,-56.5,4.4071,924.75,2,S1
206.13,0.69414,0.80152,0.12315,2,-56.5,4.4071,924.75,2,S1
206.18,0.69414,0.80152,0.12315,2,-56.5,4.4071,924.75,2,S1
206.2,0.69414,0.80152,0.12315,2,-56.5,4.4071,924.75,2,S1
206.25,0.69414,0.80152,0.12315,2,-56.5,4.4071,924.75,2,S1
206.75,0.74105,0.79004,0.14596,2,-55.5,4.9594,923.25,2,S1
206.83,0.74105,0.79004,0.14596,2,-55.5,4.9594,923.25,2,S1
206.85,0.74105,0.79004,0.14596,2,-55.5,4.9594,923.25,2,S1
206.9,0.74105,0.79004,0.14596,2,-55.5,4.9594,923.25,2,S1
206.95,0.74105,0.79004,0.14596,2,-55.5,4.9594,923.25,2,S1
206.98,0.74105,0.79004,0.14596,2,-55.5,4.9594,923.25,2,S1
207.25,0.74105,0.79004,0.14596,2,-56.0,5.4303,922.25,2,S1
207.33,0.74105,0.79004,0.14596,2,-56.0,5.4303,922.25,2,S1
207.38,0.74105,0.79004,0.14596,2,-56.0,5.4303,922.25,2,S1
207.4,0.74105,0.79004,0.14596,2,-56.0,5.4303,922.25,2,S1
207.45,0.74105,0.79004,0.14596,2,-56.0,5.4303,922.25,2,S1
207.5,0.74105,0.79004,0.14596,2,-56.0,5.4303,922.25,2,S1
207.75,0.74105,0.79004,0.14596,2,-56.5,4.4639,924.25,2,S1
207.83,0.74105,0.79004,0.14596,2,-56.5,4.4639,924.25,2,S1
207.88,0.74105,0.79004,0.14596,2,-56.5,4.4639,924.25,2,S1
207.9,0.74105,0.79004,0.14596,2,-56.5,4.4639,924.25,2,S1
207.95,0.74105,0.79004,0.14596,2,-56.5,4.4639,924.25,2,S1
208.0,0.74105,0.79004,0.14596,2,-56.5,4.4639,924.25,2,S1
208.25,0.74105,0.79004,0.14596,1,-67.5,5.777,922.75,2,S1
208.33,0.74105,0.79004,0.14596,1,-67.5,5.777,922.75,2,S1
208.35,0.74105,0.79004,0.14596,1,-67.5,5.777,922.75,2,S1
208.4,0.74105,0.79004,0.14596,1,-67.5,5.777,922.75,2,S1
208.43,0.74105,0.79004,0.14596,1,-67.5,5.777,922.75,2,S1
208.48,0.74105,0.79004,0.14596,1,-67.5,5.777,922.75,2,S1
209.75,0.74105,0.79004,0.13456,1,-67.0,1.1137,921.25,2,S1
209.83,0.74105,0.79004,0.13456,1,-67.0,1.1137,921.25,2,S1
209.85,0.74105,0.79004,0.13456,1,-67.0,1.1137,921.25,2,S1
209.9,0.74105,0.79004,0.13456,1,-67.0,1.1137,921.25,2,S1
209.95,0.74105,0.79004,0.13456,1,-67.0,1.1137,921.25,2,S1
209.98,0.74105,0.79004,0.13456,1,-67.0,1.1137,921.25,2,S1
210.5,0.74105,0.79004,0.13456,2,-56.5,1.4235,924.75,2,S1
210.58,0.74105,0.79004,0.13456,2,-56.5,1.4235,924.75,2,S1
210.6,0.74105,0.79004,0.13456,2,-56.5,1.4235,924.75,2,S1
210.65,0.74105,0.79004,0.13456,2,-56.5,1.4235,924.75,2,S1
210.68,0.74105,0.79004,0.13456,2,-56.5,1.4235,924.75,2,S1
210.73,0.74105,0.79004,0.13456,2,-56.5,1.4235,924.75,2,S1
211.0,0.74105,0.79004,0.13456,1,-67.5,0.48781,921.75,2,S1
211.08,0.74105,0.79004,0.13456,1,-67.5,0.48781,921.75,2,S1
211.1,0.74105,0.79004,0.13456,1,-67.5,0.48781,921.75,2,S1
211.15,0.74105,0.79004,0.13456,1,-67.5,0.48781,921.75,2,S1
211.18,0.74105,0.79004,0.13456,1,-67.5,0.48781,921.75,2,S1
211.23,0.74105,0.79004,0.13456,1,-67.5,0.48781,921.75,2,S1
212.0,0.74105,0.79004,0.13456,2,-56.0,0.11505,920.25,2,S1
212.08,0.74105,0.79004,0.13456,2,-56.0,0.11505,920.25,2,S1
212.13,0.74105,0.79004,0.13456,2,-56.0,0.11505,920.25,2,S1
212.18,0.74105,0.79004,0.13456,2,-56.0,0.11505,920.25,2,S1
212.2,0.74105,0.79004,0.13456,2,-56.0,0.11505,920.25,2,S1
212.25,0.74105,0.79004,0.13456,2,-56.0,0.11505,920.25,2,S1
212.28,0.74105,0.79004,0.13456,1,-67.5,4.1126,921.25,2,S1
212.33,0.74105,0.79004,0.13456,1,-67.5,4.1126,921.25,2,S1
212.38,0.74105,0.79004,0.13456,1,-67.5,4.1126,921.25,2,S1
212.4,0.74105,0.79004,0.13456,1,-67.5,4.1126,921.25,2,S1
212.45,0.74105,0.79004,0.13456,1,-67.5,4.1126,921.25,2,S1
212.5,0.74105,0.79004,0.13456,1,-67.5,4.1126,921.25,2,S1
213.5,0.74105,0.77856,0.14596,2,-56.0,5.8307,921.75,2,S1
213.55,0.74105,0.77856,0.14596,2,-56.0,5.8307,921.75,2,S1
213.6,0.74105,0.77856,0.14596,2,-56.0,5.8307,921.75,2,S1
213.65,0.74105,0.77856,0.14596,2,-56.0,5.8307,921.75,2,S1
213.7,0.74105,0.77856,0.14596,2,-56.0,5.8307,921.75,2,S1
213.73,0.74105,0.77856,0.14596,2,-56.0,5.8307,921.75,2,S1
213.78,0.74105,0.77856,0.14596,2,-57.5,0.75932,925.75,2,S1
213.8,0.74105,0.77856,0.14596,2,-57.5,0.75932,925.75,2,S1
213.85,0.74105,0.77856,0.14596,2,-57.5,0.75932,925.75,2,S1
213.88,0.74105,0.77856,0.14596,2,-57.5,0.75932,925.75,2,S1
213.93,0.74105,0.77856,0.14596,2,-57.5,0.75932,925.75,2,S1
213.98,0.74105,0.77856,0.14596,2,-57.5,0.75932,925.75,2,S1
214.25,0.74105,0.77856,0.14596,2,-57.0,0.10738,920.25,2,S1
214.33,0.74105,0.77856,0.14596,2,-57.0,0.10738,920.25,2,S1
214.35,0.74105,0.77856,0.14596,2,-57.0,0.10738,920.25,2,S1
214.4,0.74105,0.77856,0.14596,2,-57.0,0.10738,920.25,2,S1
214.45,0.74105,0.77856,0.14596,2,-57.0,0.10738,920.25,2,S1
214.48,0.74105,0.77856,0.14596,2,-57.0,0.10738,920.25,2,S1
214.75,0.74105,0.77856,0.14596,1,-67.0,3.973,921.25,2,S1
214.83,0.74105,0.77856,0.14596,1,-67.0,3.973,921.25,2,S1
214.88,0.74105,0.77856,0.14596,1,-67.0,3.973,921.25,2,S1
214.9,0.74105,0.77856,0.14596,1,-67.0,3.973,921.25,2,S1
214.95,0.74105,0.77856,0.14596,1,-67.0,3.973,921.25,2,S1
214.98,0.74105,0.77856,0.14596,1,-67.0,3.973,921.25,2,S1
216.75,0.70587,0.80152,0.11175,2,-57.0,0.10891,920.25,2,S1
216.83,0.70587,0.80152,0.11175,2,-57.0,0.10891,920.25,2,S1
216.88,0.70587,0.80152,0.11175,2,-57.0,0.10891,920.25,2,S1
216.9,0.70587,0.80152,0.11175,2,-57.0,0.10891,920.25,2,S1
216.95,0.70587,0.80152,0.11175,2,-57.0,0.10891,920.25,2,S1
216.98,0.70587,0.80152,0.11175,2,-57.0,0.10891,920.25,2,S1
217.03,0.70587,0.80152,0.11175,2,-56.5,5.9258,921.25,2,S1
217.08,0.70587,0.80152,0.11175,2,-56.5,5.9258,921.25,2,S1
217.1,0.70587,0.80152,0.11175,2,-56.5,5.9258,921.25,2,S1
217.15,0.70587,0.80152,0.11175,2,-56.5,5.9258,921.25,2,S1
217.18,0.70587,0.80152,0.11175,2,-56.5,5.9258,921.25,2,S1
217.23,0.70587,0.80152,0.11175,2,-56.5,5.9258,921.25,2,S1
217.5,0.70587,0.80152,0.11175,1,-66.5,4.6418,920.75,2,S1
217.55,0.70587,0.80152,0.11175,1,-66.5,4.6418,920.75,2,S1
217.6,0.70587,0.80152,0.11175,1,-66.5,4.6418,920.75,2,S1
217.63,0.70587,0.80152,0.11175,1,-66.5,4.6418,920.75,2,S1
217.68,0.70587,0.80152,0.11175,1,-66.5,4.6418,920.75,2,S1
217.73,0.70587,0.80152,0.11175,1,-66.5,4.6418,920.75,2,S1
218.75,0.7176,0.79004,0.11175,2,-57.0,0.77619,925.75,2,S1
218.83,0.7176,0.79004,0.11175,2,-57.0,0.77619,925.75,2,S1
218.88,0.7176,0.79004,0.11175,2,-57.0,0.77619,925.75,2,S1
218.93,0.7176,0.79004,0.11175,2,-57.0,0.77619,925.75,2,S1
218.95,0.7176,0.79004,0.11175,2,-57.0,0.77619,925.75,2,S1
219.0,0.7176,0.79004,0.11175,2,-57.0,0.77619,925.75,2,S1
219.25,0.7176,0.79004,0.11175,2,-56.0,0.35282,920.25,2,S1
219.33,0.7176,0.79004,0.11175,2,-56.0,0.35282,920.25,2,S1
219.35,0.7176,0.79004,0.11175,2,-56.0,0.35282,920.25,2,S1
219.4,0.7176,0.79004,0.11175,2,-56.0,0.35282,920.25,2,S1
219.45,0.7176,0.79004,0.11175,2,-56.0,0.35282,920.25,2,S1
219.48,0.7176,0.79004,0.11175,2,-56.0,0.35282,920.25,2,S1
219.53,0.7176,0.79004,0.11175,1,-66.5,4.2921,921.25,2,S1
219.58,0.7176,0.79004,0.11175,1,-66.5,4.2921,921.25,2,S1
219.6,0.7176,0.79004,0.11175,1,-66.5,4.2921,921.25,2,S1
219.65,0.7176,0.79004,0.11175,1,-66.5,4.2921,921.25,2,S1
219.68,0.7176,0.79004,0.11175,1,-66.5,4.2921,921.25,2,S1
219.73,0.7176,0.79004,0.11175,1,-66.5,4.2921,921.25,2,S1
220.0,0.7176,0.79004,0.11175,2,-55.5,0.069029,920.75,2,S1
220.08,0.7176,0.79004,0.11175,2,-55.5,0.069029,920.75,2,S1
220.1,0.7176,0.79004,0.11175,2,-55.5,0.069029,920.75,2,S1
220.15,0.7176,0.79004,0.11175,2,-55.5,0.069029,920.75,2,S1
220.2,0.7176,0.79004,0.11175,2,-55.5,0.069029,920.75,2,S1
220.23,0.7176,0.79004,0.11175,2,-55.5,0.069029,920.75,2,S1
220.75,0.75277,0.77856,0.14596,1,-67.5,3.6018,921.75,2,S1
220.83,0.75277,0.77856,0.14596,1,-67.5,3.6018,921.75,2,S1
220.88,0.75277,0.77856,0.14596,1,-67.5,3.6018,921.75,2,S1
220.93,0.75277,0.77856,0.14596,1,-67.5,3.6018,921.75,2,S1
220.95,0.75277,0.77856,0.14596,1,-67.5,3.6018,921.75,2,S1
221.0,0.75277,0.77856,0.14596,1,-67.5,3.6018,921.75,2,S1
222.0,0.75277,0.77856,0.14596,1,-67.0,0.90351,921.25,2,S1
222.08,0.75277,0.77856,0.14596,1,-67.0,0.90351,921.25,2,S1
222.13,0.75277,0.77856,0.14596,1,-67.0,0.90351,921.25,2,S1
222.15,0.75277,0.77856,0.14596,1,-67.0,0.90351,921.25,2,S1
222.2,0.75277,0.77856,0.14596,1,-67.0,0.90351,921.25,2,S1
222.23,0.75277,0.77856,0.14596,1,-67.0,0.90351,921.25,2,S1
222.75,0.75277,0.77856,0.14596,2,-57.5,0.7992,925.25,2,S1
222.83,0.75277,0.77856,0.14596,2,-57.5,0.7992,925.25,2,S1
222.88,0.75277,0.77856,0.14596,2,-57.5,0.7992,925.25,2,S1
222.9,0.75277,0.77856,0.14596,2,-57.5,0.7992,925.25,2,S1
222.95,0.75277,0.77856,0.14596,2,-57.5,0.7992,925.25,2,S1
223.0,0.75277,0.77856,0.14596,2,-57.5,0.7992,925.25,2,S1
223.03,0.75277,0.77856,0.14596,2,-55.5,5.1296,922.75,2,S1
223.08,0.75277,0.77856,0.14596,2,-55.5,5.1296,922.75,2,S1
223.13,0.75277,0.77856,0.14596,2,-55.5,5.1296,922.75,2,S1
223.15,0.75277,0.77856,0.14596,2,-55.5,5.1296,922.75,2,S1
223.2,0.75277,0.77856,0.14596,2,-55.5,5.1296,922.75,2,S1
223.23,0.75277,0.77856,0.14596,2,-55.5,5.1296,922.75,2,S1
224.0,0.72932,0.79004,0.14596,2,-56.5,4.9609,923.25,2,S1
224.08,0.72932,0.79004,0.14596,2,-56.5,4.9609,923.25,2,S1
224.13,0.72932,0.79004,0.14596,2,-56.5,4.9609,923.25,2,S1
224.18,0.72932,0.79004,0.14596,2,-56.5,4.9609,923.25,2,S1
224.2,0.72932,0.79004,0.14596,2,-56.5,4.9609,923.25,2,S1
224.25,0.72932,0.79004,0.14596,2,-56.5,4.9609,923.25,2,S1
224.28,0.72932,0.79004,0.14596,1,-67.5,0.88971,921.25,2,S1
224.33,0.72932,0.79004,0.14596,1,-67.5,0.88971,921.25,2,S1
224.38,0.72932,0.79004,0.14596,1,-67.5,0.88971,921.25,2,S1
224.4,0.72932,0.79004,0.14596,1,-67.5,0.88971,921.25,2,S1
224.45,0.72932,0.79004,0.14596,1,-67.5,0.88971,921.25,2,S1
224.5,0.72932,0.79004,0.14596,1,-67.5,0.88971,921.25,2,S1
224.75,0.72932,0.79004,0.14596,1,-67.5,1.4097,920.75,2,S1
224.83,0.72932,0.79004,0.14596,1,-67.5,1.4097,920.75,2,S1
224.85,0.72932,0.79004,0.14596,1,-67.5,1.4097,920.75,2,S1
224.9,0.72932,0.79004,0.14596,1,-67.5,1.4097,920.75,2,S1
224.93,0.72932,0.79004,0.14596,1,-67.5,1.4097,920.75,2,S1
224.98,0.72932,0.79004,0.14596,1,-67.5,1.4097,920.75,2,S1
226.5,0.69414,0.79004,0.13456,2,-56.0,5.4349,922.25,2,S1
226.58,0.69414,0.79004,0.13456,2,-56.0,5.4349,922.25,2,S1
226.63,0.69414,0.79004,0.13456,2,-56.0,5.4349,922.25,2,S1
226.65,0.69414,0.79004,0.13456,2,-56.0,5.4349,922.25,2,S1
226.7,0.69414,0.79004,0.13456,2,-56.0,5.4349,922.25,2,S1
226.73,0.69414,0.79004,0.13456,2,-56.0,5.4349,922.25,2,S1
227.75,0.82312,0.75559,0.16876,2,-57.5,4.3105,924.75,2,S1
227.83,0.82312,0.75559,0.16876,2,-57.5,4.3105,924.75,2,S1
227.88,0.82312,0.75559,0.16876,2,-57.5,4.3105,924.75,2,S1
227.9,0.82312,0.75559,0.16876,2,-57.5,4.3105,924.75,2,S1
227.95,0.82312,0.75559,0.16876,2,-57.5,4.3105,924.75,2,S1
228.0,0.82312,0.75559,0.16876,2,-57.5,4.3105,924.75,2,S1
228.25,0.82312,0.75559,0.16876,2,-56.5,1.5846,923.75,2,S1
228.33,0.82312,0.75559,0.16876,2,-56.5,1.5846,923.75,2,S1
228.38,0.82312,0.75559,0.16876,2,-56.5,1.5846,923.75,2,S1
228.4,0.82312,0.75559,0.16876,2,-56.5,1.5846,923.75,2,S1
228.45,0.82312,0.75559,0.16876,2,-56.5,1.5846,923.75,2,S1
228.48,0.82312,0.75559,0.16876,2,-56.5,1.5846,923.75,2,S1
229.0,0.82312,0.75559,0.16876,1,-67.5,5.0038,920.25,2,S1
229.08,0.82312,0.75559,0.16876,1,-67.5,5.0038,920.25,2,S1
229.13,0.82312,0.75559,0.16876,1,-67.5,5.0038,920.25,2,S1
229.18,0.82312,0.75559,0.16876,1,-67.5,5.0038,920.25,2,S1
229.2,0.82312,0.75559,0.16876,1,-67.5,5.0038,920.25,2,S1
229.25,0.82312,0.75559,0.16876,1,-67.5,5.0038,920.25,2,S1
230.5,0.87003,0.72114,0.19157,2,-57.0,5.7033,921.75,2,S1
230.58,0.87003,0.72114,0.19157,2,-57.0,5.7033,921.75,2,S1
230.6,0.87003,0.72114,0.19157,2,-57.0,5.7033,921.75,2,S1
230.65,0.87003,0.72114,0.19157,2,-57.0,5.7033,921.75,2,S1
230.7,0.87003,0.72114,0.19157,2,-57.0,5.7033,921.75,2,S1
230.75,0.87003,0.72114,0.19157,2,-57.0,5.7033,921.75,2,S1
234.25,0.8114,0.74411,0.18017,2,-56.5,4.4854,924.25,2,S1
234.33,0.8114,0.74411,0.18017,2,-56.5,4.4854,924.25,2,S1
234.35,0.8114,0.74411,0.18017,2,-56.5,4.4854,924.25,2,S1
234.4,0.8114,0.74411,0.18017,2,-56.5,4.4854,924.25,2,S1
234.45,0.8114,0.74411,0.18017,2,-56.5,4.4854,924.25,2,S1
234.48,0.8114,0.74411,0.18017,2,-56.5,4.4854,924.25,2,S1
237.25,0.75277,0.75559,0.14596,2,-58.0,1.1812,925.25,2,S1
237.33,0.75277,0.75559,0.14596,2,-58.0,1.1812,925.25,2,S1
237.38,0.75277,0.75559,0.14596,2,-58.0,1.1812,925.25,2,S1
237.4,0.75277,0.75559,0.14596,2,-58.0,1.1812,925.25,2,S1
237.45,0.75277,0.75559,0.14596,2,-58.0,1.1812,925.25,2,S1
237.5,0.75277,0.75559,0.14596,2,-58.0,1.1812,925.25,2,S1
237.75,0.75277,0.75559,0.14596,1,-67.5,0.39423,921.75,2,S1
237.85,0.75277,0.75559,0.14596,1,-67.5,0.39423,921.75,2,S1
237.88,0.75277,0.75559,0.14596,1,-67.5,0.39423,921.75,2,S1
237.93,0.75277,0.75559,0.14596,1,-67.5,0.39423,921.75,2,S1
237.98,0.75277,0.75559,0.14596,1,-67.5,0.39423,921.75,2,S1
238.0,0.75277,0.75559,0.14596,1,-67.5,0.39423,921.75,2,S1
238.5,0.75277,0.75559,0.14596,2,-56.5,0.19328,920.25,2,S1
238.58,0.75277,0.75559,0.14596,2,-56.5,0.19328,920.25,2,S1
238.63,0.75277,0.75559,0.14596,2,-56.5,0.19328,920.25,2,S1
238.65,0.75277,0.75559,0.14596,2,-56.5,0.19328,920.25,2,S1
238.7,0.75277,0.75559,0.14596,2,-56.5,0.19328,920.25,2,S1
238.73,0.75277,0.75559,0.14596,2,-56.5,0.19328,920.25,2,S1
239.0,0.75277,0.75559,0.14596,2,-55.5,5.5515,922.25,2,S1
239.08,0.75277,0.75559,0.14596,2,-55.5,5.5515,922.25,2,S1
239.13,0.75277,0.75559,0.14596,2,-55.5,5.5515,922.25,2,S1
239.15,0.75277,0.75559,0.14596,2,-55.5,5.5515,922.25,2,S1
239.2,0.75277,0.75559,0.14596,2,-55.5,5.5515,922.25,2,S1
239.23,0.75277,0.75559,0.14596,2,-55.5,5.5515,922.25,2,S1
239.28,0.75277,0.75559,0.14596,2,-56.0,4.4777,924.25,2,S1
239.33,0.75277,0.75559,0.14596,2,-56.0,4.4777,924.25,2,S1
239.35,0.75277,0.75559,0.14596,2,-56.0,4.4777,924.25,2,S1
239.4,0.75277,0.75559,0.14596,2,-56.0,4.4777,924.25,2,S1
239.45,0.75277,0.75559,0.14596,2,-56.0,4.4777,924.25,2,S1
239.48,0.75277,0.75559,0.14596,2,-56.0,4.4777,924.25,2,S1
240.0,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2,S1
240.08,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2,S1
240.13,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2,S1
240.15,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2,S1
240.2,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2,S1
240.25,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2,S1
241.0,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2,S1
241.08,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2,S1
241.13,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2,S1
241.15,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2,S1
241.2,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2,S1
241.25,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2,S1
242.0,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2,S1
242.08,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2,S1
242.1,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2,S1
242.15,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2,S1
242.2,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2,S1
242.23,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2,S1
242.5,0.7645,0.76708,0.15736,1,-67.5,0.49548,921.75,2,S1
242.55,0.7645,0.76708,0.15736,1,-67.5,0.49548,921.75,2,S1
242.6,0.7645,0.76708,0.15736,1,-67.5,0.49548,921.75,2,S1
242.63,0.7645,0.76708,0.15736,1,-67.5,0.49548,921.75,2,S1
242.68,0.7645,0.76708,0.15736,1,-67.5,0.49548,921.75,2,S1
242.73,0.7645,0.76708,0.15736,1,-67.5,0.49548,921.75,2,S1
243.75,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2,S1
243.83,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2,S1
243.88,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2,S1
243.9,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2,S1
243.95,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2,S1
243.98,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2,S1
244.03,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2,S1
244.08,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2,S1
244.13,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2,S1
244.15,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2,S1
244.2,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2,S1
244.23,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2,S1
244.5,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2,S1
244.58,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2,S1
244.63,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2,S1
244.65,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2,S1
244.7,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2,S1
244.75,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2,S1
246.25,0.82312,0.74411,0.18017,2,-56.0,5.4257,922.25,2,S1
246.35,0.82312,0.74411,0.18017,2,-56.0,5.4257,922.25,2,S1
246.4,0.82312,0.74411,0.18017,2,-56.0,5.4257,922.25,2,S1
246.43,0.82312,0.74411,0.18017,2,-56.0,5.4257,922.25,2,S1
